"user_id","level_id","avatar","bike","bike_sharing_user","car_sharing_user","pooling_passenger","pooling_pilot","city_name","car_owning_answer","moto_owning_answer","car_id","moto_id","created_at","mfr_distance","tot_trip","tot_km","tot_min","tot_points","walk_trip","walk_km","walk_min","walk_points","bike_trip","bike_km","bike_min","bike_points","tpl_trip","tpl_km","tpl_min","tpl_points","mft_trip","mft_km","mft_min","mft_points","mft_walk_trip","mft_walk_km","mft_walk_min","mft_walk_points","mft_bike_trip","mft_bike_km","mft_bike_min","mft_bike_points","mft_tpl_trip","mft_tpl_km","mft_tpl_min","mft_tpl_points","mft_id","walk","bike","bus","car_pooling","car","motorbike","registration_from_referral","num_positive_referral","num_follower","num_following"
3758,1,10,0,false,false,false,false,"Gliwice",0,0,NULL,NULL,"2019-09-19",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3759,1,26,0,false,true,false,false,"Milano",0,0,NULL,NULL,"2019-09-19",5,1,6.556,43,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3760,1,11,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-19",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3761,1,30,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-19",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3762,1,17,0,false,false,false,false,"Teresina",0,0,NULL,NULL,"2019-09-19",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3763,1,6,0,false,false,false,false,"Roma",0,0,NULL,NULL,"2019-09-19",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3764,1,5,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-20",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3765,1,14,0,false,false,false,false,"Milano",0,0,NULL,NULL,"2019-09-20",NULL,2,3.133,6,197,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3766,1,47,0,false,false,false,false,"Gent",0,0,NULL,NULL,"2019-09-20",NULL,1,5.559,21,947,0,NULL,NULL,NULL,1,6,21,947,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3767,1,7,0,false,false,false,false,"Milano",0,0,NULL,NULL,"2019-09-20",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3768,1,58,0,false,false,false,false,"Roma",0,0,NULL,NULL,"2019-09-20",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3769,1,30,1,false,false,false,false,"Milano",1,0,59,NULL,"2019-09-20",33,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3770,1,15,0,false,false,false,false,"Milano",0,0,60,NULL,"2019-09-20",13,9,38.294,296,2764,2,0,62,175,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,0
3771,1,33,0,false,false,false,false,"Gent",0,0,NULL,NULL,"2019-09-20",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3773,1,15,0,false,false,false,false,"Teresina",0,0,NULL,NULL,"2019-09-20",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3774,1,44,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-20",NULL,1,16.277,303,2935,1,16,303,2935,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3775,1,26,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-20",NULL,1,0.031,408,5,0,NULL,NULL,NULL,1,0,408,5,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3776,1,3,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-20",NULL,1,25.852,285,2457,0,NULL,NULL,NULL,1,26,285,2457,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3777,1,10,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-20",NULL,1,14.836,286,1965,0,NULL,NULL,NULL,1,15,286,1965,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3778,1,37,0,false,false,false,false,"München",0,0,NULL,NULL,"2019-09-20",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3779,1,42,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-20",NULL,26,57.788,584,15261,24,57,583,15261,2,0,1,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,3
3780,1,5,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-20",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3781,1,15,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-20",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3782,1,43,0,false,false,false,false,"Katowice",0,0,NULL,NULL,"2019-09-20",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3783,1,5,0,false,false,false,false,"Gent",0,0,NULL,NULL,"2019-09-20",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3784,1,53,1,false,false,false,false,"München",2,0,16,NULL,"2019-09-20",16,52,1125.078,2939,25169,38,79,2394,18878,0,NULL,NULL,NULL,0,NULL,NULL,NULL,14,78,1035,10819,10,28,889,7616,0,NULL,NULL,NULL,0,NULL,NULL,NULL,3459,0,0,0,0,0,0,0,0,0,0
3785,1,24,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-20",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3786,1,41,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-20",NULL,2,1.316,29,428,2,2,29,428,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,2,0
3787,1,2,0,false,false,false,false,"Pesaro",0,0,NULL,NULL,"2019-09-20",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3788,1,26,0,false,false,false,false,"Ruda Śląska",0,0,NULL,NULL,"2019-09-20",4,3,20.652,154,1509,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,1,12,45,864,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,3331,0,0,0,0,0,0,0,0,0,0
3789,1,8,0,false,false,false,false,"Teresina",0,0,NULL,NULL,"2019-09-20",8,1,20.894,51,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3790,1,53,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-20",NULL,1,0.006,1,NULL,1,0,1,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3791,1,33,0,false,false,false,false,"Roma",0,0,NULL,NULL,"2019-09-20",1,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3792,1,36,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-20",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3794,1,45,0,false,false,false,false,"Milano",0,0,NULL,NULL,"2019-09-20",46,39,249.238,798,10334,19,73,374,5046,1,0,0,4,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,1
3795,1,31,1,false,false,false,false,"Palermo",1,0,30,NULL,"2019-09-20",0,269,133.432,3082,15586,205,18,998,10698,9,8,1745,1299,0,NULL,NULL,NULL,20,1,58,1055,20,1,58,1055,0,NULL,NULL,NULL,0,NULL,NULL,NULL,3797,0,0,0,0,0,0,0,0,0,0
3796,1,62,1,false,false,false,false,"München",0,0,NULL,NULL,"2019-09-21",13,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3797,1,6,0,false,false,false,false,"Teresina",0,0,NULL,NULL,"2019-09-21",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3798,1,67,0,false,false,false,false,"München",0,0,NULL,NULL,"2019-09-21",21,3,18.571,122,1265,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3799,1,49,0,false,false,false,false,"Teresina",0,0,NULL,NULL,"2019-09-21",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3800,1,10,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-21",NULL,1,15.24,302,1773,1,15,302,1773,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3801,1,64,0,false,false,false,false,"Mysłowice",1,0,17,NULL,"2019-09-21",NULL,1,4.412,9,273,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3802,1,6,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-21",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3803,1,13,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-21",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3804,1,23,1,false,false,false,false,"Milano",0,0,NULL,NULL,"2019-09-21",2,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3805,1,48,1,false,false,false,false,"Milano",0,0,NULL,NULL,"2019-09-21",3,4,4.936,255,828,0,NULL,NULL,NULL,4,5,255,828,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3806,1,62,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-21",2,11,8.251,19818,2299,10,6,19801,2040,1,2,17,259,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,3,5,5,5
3807,1,24,0,false,false,false,false,"München",0,0,NULL,NULL,"2019-09-21",3,1,1.756,15,286,0,NULL,NULL,NULL,1,2,15,286,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3808,1,20,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-21",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,1
3809,1,42,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-21",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,1,1,1
3810,1,70,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-21",NULL,1,0.101,10,34,1,0,10,34,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,2,2,1
3811,1,62,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-21",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,1,1,1
3812,1,64,0,false,false,false,false,"Sosnowiec",0,0,NULL,NULL,"2019-09-21",NULL,1,0.005,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,0
3813,1,31,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-21",NULL,1,0.231,11,79,1,0,11,79,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,0
3814,1,26,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-21",NULL,1,0.314,120,71,1,0,120,71,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3815,1,30,0,false,false,false,false,"Palermo",0,0,NULL,NULL,"2019-09-22",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3816,1,2,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-22",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3817,1,2,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-22",NULL,1,0.232,23,33,1,0,23,33,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3818,1,10,0,false,false,false,false,"Milano",0,0,NULL,NULL,"2019-09-22",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,1,1,1
3819,1,64,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-22",NULL,1,0.901,47,216,1,1,47,216,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3820,1,39,0,false,false,false,false,"Gent",0,0,NULL,NULL,"2019-09-22",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3821,1,49,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-22",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3822,1,10,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-22",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3823,1,2,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-22",NULL,3,0.185,14,0,1,0,6,0,2,0,7,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3824,1,10,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-22",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3825,1,24,2,false,false,false,false,"Fundão",1,0,15,NULL,"2019-09-22",NULL,2,1.967,76,670,2,2,76,670,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,0
3826,1,31,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-22",NULL,2,4.12,390,1010,2,4,390,1010,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,0
3827,1,2,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-22",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,3,3,3
3828,1,25,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-22",NULL,1,0.025,44895,8,1,0,44895,8,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,0
3829,1,19,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-22",NULL,4,5.771,323,1137,3,3,313,963,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3830,1,1,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-22",1,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3831,1,39,0,false,false,false,false,"Fundão",1,0,17,NULL,"2019-09-22",5,6,10.888,298,960,5,2,277,439,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,2,3,3,3
3832,1,2,0,false,false,false,false,"Fundão",0,0,NULL,NULL,"2019-09-22",NULL,3,0.928,85,297,2,1,74,296,1,0,10,1,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3833,1,70,0,false,false,false,false,"Teresina",0,0,NULL,NULL,"2019-09-22",NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3834,1,68,0,false,false,false,false,"Gliwice",0,0,NULL,NULL,"2019-09-22",2,1,3.054,17,218,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,1,3,17,218,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,3349,0,0,0,0,0,0,0,0,0,0
3835,1,16,0,false,false,false,false,"München",0,0,NULL,NULL,"2019-09-22",17,4,1.355,50,402,2,1,15,402,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
3836,1,15,0,false,false,false,false,"München",0,0,NULL,NULL,"2019-09-22",11,48,309.674,1449,22489,30,89,738,11025,0,NULL,NULL,NULL,0,NULL,NULL,NULL,15,98,387,7561,10,22,210,2888,0,NULL,NULL,NULL,0,NULL,NULL,NULL,3402,0,0,0,0,0,0,0,1,1,0
